equipo_tag,temp_motor_c,presion_hidraulica_psi,vibracion_rodamientos_mm_s,presion_aceite_psi,temp_refrigerante_c,rpm_motor,voltaje_sistema_v,corriente_a,desgaste_componente_hrs,falla_maquina,tipo_falla
CARG-02,82.36,3059.04,1.92,49.33,82.88,1703.3,24.37,161.1,1715.3,0,NORMAL
PALA-03,93.36,3028.26,5.92,49.19,86.53,1702.2,25.91,184.64,574.4,0,NORMAL
CARG-02,83.67,3020.03,2.19,61.96,79.63,1631.4,26.65,105.76,2120.1,0,NORMAL
PALA-01,72.84,3275.27,3.04,44.88,87.08,1645.3,25.86,131.71,129.0,0,NORMAL
PALA-02,79.56,3248.85,0.93,56.54,84.07,1894.8,25.66,100.91,1751.4,0,NORMAL
PALA-03,73.3,3027.53,5.05,49.87,82.8,1677.0,25.55,223.41,450.0,0,NORMAL
PALA-03,80.52,3185.84,3.58,62.86,80.02,2051.7,27.81,204.08,1361.3,0,NORMAL
PALA-02,73.06,3003.77,1.28,52.63,81.37,1580.8,25.36,83.98,3441.6,0,NORMAL
PALA-02,78.08,3356.07,2.61,52.18,79.21,1764.3,26.23,172.67,1320.3,0,NORMAL
PALA-01,75.16,3240.17,2.6,61.85,82.19,1747.1,25.82,152.32,1254.7,0,NORMAL
PALA-02,83.73,3181.89,3.16,58.38,82.01,1724.4,25.71,180.8,1548.0,0,NORMAL
PALA-01,82.0,3018.14,1.94,56.77,79.26,1529.0,26.73,171.71,1955.3,0,NORMAL
CARG-01,83.36,3195.97,1.11,58.03,73.21,1555.5,27.06,155.02,84.6,0,NORMAL
PALA-01,81.53,3175.35,1.06,48.58,80.22,1743.5,25.46,157.85,2866.2,0,NORMAL
PALA-01,75.73,3307.19,2.32,57.71,76.93,1597.1,26.44,195.62,1075.3,0,NORMAL
PALA-03,84.31,3280.06,1.2,53.0,76.52,1865.1,26.31,139.18,2971.9,0,NORMAL
PALA-03,90.65,3392.57,5.45,55.8,78.24,1693.1,26.04,146.55,535.0,0,NORMAL
CARG-02,83.84,3162.78,2.35,56.42,84.31,1750.6,25.65,182.65,1536.2,0,NORMAL
PALA-03,80.08,2915.13,0.81,48.45,76.56,1715.1,27.29,189.95,3458.3,0,NORMAL
PALA-02,75.57,3428.4,1.67,56.97,77.45,1711.8,25.57,170.26,715.1,0,NORMAL
CARG-01,77.91,3081.51,2.32,53.07,83.83,1902.5,25.36,143.17,1816.2,0,NORMAL
PALA-03,84.04,3050.75,5.96,47.8,77.94,1850.1,27.28,101.51,1159.6,0,NORMAL
PALA-01,86.83,3242.24,1.09,53.27,76.49,1738.5,26.56,102.94,2283.7,0,NORMAL
PALA-03,83.17,3304.41,0.94,54.1,84.24,1801.0,25.46,152.86,298.6,0,NORMAL
CARG-02,85.6,3154.45,2.13,56.97,80.48,1860.8,26.34,165.81,2828.4,0,NORMAL
PALA-02,85.18,3153.04,2.14,42.06,81.26,1648.3,25.9,147.65,2249.6,0,NORMAL
PALA-02,84.28,3179.62,2.43,55.94,80.1,1533.4,27.59,123.21,3046.1,0,NORMAL
PALA-01,79.04,3504.98,2.56,51.44,82.69,1786.4,26.21,117.79,2673.7,0,NORMAL
PALA-01,82.78,3249.52,2.23,58.05,83.74,1869.5,26.83,165.69,521.8,0,NORMAL
PALA-02,78.18,3075.77,4.67,53.99,80.51,1514.2,26.38,207.49,3046.7,0,NORMAL
PALA-03,82.08,3077.6,2.28,52.33,75.01,1647.2,27.55,133.92,1400.1,0,NORMAL
PALA-01,83.49,3204.84,1.33,53.11,82.19,1691.0,26.56,159.14,1742.0,0,NORMAL
CARG-02,89.55,3292.81,3.11,55.67,79.64,1602.1,27.33,135.12,258.7,0,NORMAL
CARG-01,76.11,3337.12,2.98,58.54,84.43,1702.6,26.83,181.06,832.6,0,NORMAL
PALA-03,84.17,3272.35,1.61,49.54,77.42,1586.4,25.96,155.61,1053.4,0,NORMAL
CARG-01,88.67,3098.46,0.63,52.28,79.74,1681.7,26.4,194.58,2828.0,0,NORMAL
PALA-01,85.41,3173.69,1.59,61.35,75.07,1803.9,26.23,164.12,1688.9,0,NORMAL
PALA-02,85.75,3382.1,2.16,52.19,84.13,1471.7,25.94,164.19,1305.7,0,NORMAL
PALA-03,84.64,3043.7,0.54,55.84,85.9,1593.9,25.54,130.14,3322.8,0,NORMAL
CARG-01,87.84,3166.16,1.32,47.83,79.05,1888.1,27.49,130.74,868.3,0,NORMAL
CARG-01,77.11,3357.54,0.93,45.43,80.22,1621.1,24.75,176.09,1712.1,0,NORMAL
PALA-02,75.76,3407.55,1.07,48.8,77.76,1408.2,27.47,168.05,942.7,0,NORMAL
CARG-02,81.97,3215.28,2.17,50.55,78.15,1740.5,25.33,230.49,857.8,0,NORMAL
PALA-01,72.27,3175.98,9.72,59.2,83.77,1711.0,26.83,121.61,3586.2,1,FALLA_DESGASTE_RODAMIENTOS
CARG-02,87.54,3012.02,1.28,59.75,78.98,1737.8,25.93,194.69,1991.8,0,NORMAL
CARG-02,87.49,3344.62,2.9,44.37,82.9,1726.9,25.07,164.56,50.3,0,NORMAL
PALA-01,80.05,3487.38,3.12,51.29,80.94,1872.7,27.32,125.91,559.0,0,NORMAL
CARG-01,80.33,3711.73,0.84,57.49,84.0,1635.6,24.48,66.38,3087.5,0,NORMAL
PALA-01,81.67,3319.56,3.82,53.47,79.43,1708.7,27.04,137.76,264.6,0,NORMAL
PALA-02,82.23,3240.84,2.17,61.52,85.34,1668.1,26.5,142.17,3132.3,0,NORMAL
PALA-03,82.57,3084.43,2.91,57.37,88.5,1801.2,27.24,142.1,759.0,0,NORMAL
PALA-03,84.51,2911.81,2.92,52.66,74.2,1813.3,26.9,191.56,3436.6,0,NORMAL
CARG-02,81.22,3281.85,1.95,53.11,80.63,1764.7,26.89,143.97,2200.8,0,NORMAL
PALA-03,86.24,3673.06,3.33,53.72,80.63,1978.5,27.12,169.55,3434.3,0,NORMAL
PALA-02,84.01,4320.29,2.22,49.77,78.14,1786.4,27.07,293.58,1830.8,1,FALLA_SOBRECARGA
CARG-01,79.27,3450.98,3.55,58.7,82.63,1870.6,26.76,173.61,2752.2,0,NORMAL
CARG-02,109.55,3294.21,0.79,57.71,110.47,1613.8,26.13,114.52,995.2,1,FALLA_TERMICA
PALA-01,75.89,3314.71,3.99,56.27,73.1,1636.2,26.22,183.66,587.8,0,NORMAL
CARG-02,81.59,2813.73,4.87,55.21,72.8,1957.6,26.49,193.84,411.7,0,NORMAL
PALA-01,86.35,3387.25,2.18,48.91,87.63,1557.5,26.19,107.52,1195.3,0,NORMAL
CARG-01,78.75,3145.72,2.87,56.52,80.04,1812.1,28.15,227.31,1381.3,0,NORMAL
PALA-02,83.39,3123.69,2.09,54.65,81.36,1874.4,26.33,144.09,1154.0,0,NORMAL
PALA-01,84.45,3191.81,0.55,64.01,76.73,1861.1,25.48,172.68,3365.2,0,NORMAL
PALA-02,78.13,4305.05,0.99,47.53,81.18,1528.6,26.3,330.68,530.5,1,FALLA_SOBRECARGA
PALA-03,81.67,3120.83,2.39,50.38,86.48,1677.9,25.73,136.41,745.1,0,NORMAL
PALA-02,81.3,3252.5,1.22,46.07,82.99,1794.7,27.97,135.47,753.6,0,NORMAL
PALA-01,79.52,3149.51,5.38,52.91,81.77,1809.0,26.48,145.16,2575.6,0,NORMAL
PALA-03,92.36,3268.06,3.06,45.3,73.92,1718.9,26.91,176.02,2351.8,0,NORMAL
CARG-02,78.57,2982.31,3.7,59.93,83.97,1636.5,26.81,180.44,661.2,0,NORMAL
PALA-02,86.52,3211.47,0.99,59.46,81.04,1687.2,27.16,208.85,139.3,0,NORMAL
PALA-01,80.23,3052.67,1.8,53.2,78.57,1645.8,26.59,203.51,186.6,0,NORMAL
PALA-02,77.11,3134.54,0.97,48.93,83.57,1570.9,26.08,203.08,889.2,0,NORMAL
PALA-01,82.46,3275.81,3.46,46.38,77.61,1684.1,26.44,190.59,2657.4,0,NORMAL
CARG-01,84.92,2961.28,0.79,50.48,83.24,1941.9,25.42,187.91,3143.8,0,NORMAL
CARG-01,86.14,3101.97,2.51,57.13,85.87,1686.5,26.28,145.88,3164.8,0,NORMAL
PALA-03,89.03,3352.41,0.77,50.06,81.62,1538.5,27.84,140.61,1541.4,0,NORMAL
PALA-02,95.25,2995.63,1.61,63.54,79.3,1677.0,26.99,106.0,2884.8,0,NORMAL
CARG-01,83.13,3570.02,1.81,61.45,78.71,1927.4,26.31,208.96,2528.5,0,NORMAL
PALA-03,79.02,3466.79,3.95,54.0,82.53,1528.8,28.01,161.67,298.7,0,NORMAL
CARG-01,84.04,3160.99,2.96,51.69,79.27,1719.9,25.91,171.69,3228.8,0,NORMAL
PALA-03,80.8,3108.3,2.27,51.15,90.47,1808.5,26.67,61.55,1921.9,0,NORMAL
CARG-01,86.17,3286.35,1.13,61.99,75.34,1583.1,26.16,136.95,1646.5,0,NORMAL
PALA-03,76.16,2989.46,1.16,50.72,80.48,1742.9,26.24,194.08,2073.5,0,NORMAL
PALA-02,92.66,2889.61,1.44,58.67,82.09,1610.4,26.72,171.57,661.5,0,NORMAL
CARG-02,85.85,3167.32,1.83,54.11,81.61,1572.9,26.86,136.85,601.1,0,NORMAL
PALA-03,74.42,3225.87,1.85,57.57,78.76,1794.7,26.24,155.9,1553.4,0,NORMAL
PALA-03,78.81,3267.0,3.12,49.9,85.93,1938.8,25.73,229.26,2030.5,0,NORMAL
PALA-01,85.67,3139.35,1.53,52.34,83.67,1673.6,27.87,151.76,247.2,0,NORMAL
PALA-03,87.29,3479.31,2.98,53.88,83.96,1789.7,26.48,164.24,343.8,0,NORMAL
PALA-03,76.27,2980.87,2.34,50.84,78.33,1778.0,25.57,159.77,3293.7,0,NORMAL
PALA-01,85.21,3045.11,1.21,60.25,79.39,1740.9,25.58,167.28,1281.2,0,NORMAL
PALA-01,73.24,3337.59,11.26,50.18,82.95,1637.4,27.99,202.14,4189.0,1,FALLA_DESGASTE_RODAMIENTOS
PALA-03,81.6,3040.9,2.01,51.11,76.6,1598.4,28.37,246.88,562.7,0,NORMAL
CARG-01,87.0,3033.94,0.67,60.79,83.66,1624.3,26.67,211.68,1415.5,0,NORMAL
PALA-03,79.52,3272.2,0.91,59.82,80.6,1698.6,25.91,168.17,2973.8,0,NORMAL
PALA-01,75.22,3060.37,2.69,61.94,85.26,1669.7,26.67,201.75,1242.9,0,NORMAL
PALA-03,82.66,3226.04,1.48,44.46,79.29,1582.1,26.16,107.7,2584.9,0,NORMAL
PALA-01,79.28,3124.03,2.2,55.0,88.26,1695.4,26.86,159.37,1054.9,0,NORMAL
PALA-02,84.83,3094.9,3.3,54.45,82.64,1643.7,26.68,135.5,1587.6,0,NORMAL
PALA-01,78.02,2871.59,1.81,51.19,83.08,1786.8,26.37,140.07,899.3,0,NORMAL
PALA-01,78.52,3275.12,3.43,55.62,78.23,1673.1,26.33,193.62,2579.9,0,NORMAL
PALA-01,72.91,3025.51,10.05,52.39,82.01,1821.3,26.22,207.83,3619.5,1,FALLA_DESGASTE_RODAMIENTOS
PALA-02,82.76,3219.72,3.39,54.81,78.8,1747.6,27.16,113.42,1636.7,0,NORMAL
PALA-01,81.28,3157.82,1.22,71.01,74.84,1660.4,26.25,153.83,2521.3,0,NORMAL
PALA-02,76.65,3212.83,2.3,55.59,80.22,1700.4,28.04,137.19,1155.9,0,NORMAL
PALA-03,82.87,3223.06,2.91,55.8,85.65,1703.8,28.12,183.37,1635.4,0,NORMAL
PALA-02,86.62,3284.85,4.4,58.11,80.74,1739.9,26.1,198.91,3071.6,0,NORMAL
PALA-02,81.03,3119.0,5.75,54.9,79.82,1763.3,26.11,239.32,210.8,0,NORMAL
CARG-01,83.21,3473.69,0.99,48.51,79.77,1666.0,26.36,201.9,1626.3,0,NORMAL
PALA-01,83.23,2917.47,4.77,45.77,89.97,1691.4,25.89,200.1,240.6,0,NORMAL
PALA-03,76.58,3209.21,2.45,53.85,83.43,1733.7,27.08,124.95,1541.5,0,NORMAL
PALA-01,91.25,3400.52,7.35,52.65,74.64,1365.1,27.35,136.36,3513.7,1,FALLA_DESGASTE_RODAMIENTOS
PALA-01,79.88,3335.82,3.79,44.18,78.83,1786.4,27.43,161.95,2657.1,0,NORMAL
PALA-03,84.95,3074.53,2.66,62.15,79.4,1605.6,26.23,249.88,1105.5,0,NORMAL
PALA-03,85.46,3104.52,2.2,54.54,78.12,1685.3,26.22,162.67,2748.3,0,NORMAL
CARG-02,81.37,3068.78,2.17,61.2,81.26,1638.7,24.81,210.1,250.4,0,NORMAL
PALA-03,84.73,3357.86,4.14,42.84,78.7,1809.8,25.87,145.34,838.8,0,NORMAL
CARG-02,83.11,3116.81,2.56,61.29,78.95,1843.0,25.65,159.17,2136.7,0,NORMAL
PALA-01,75.62,3295.92,2.79,51.57,81.61,1706.5,25.51,159.26,76.2,0,NORMAL
PALA-01,80.5,3297.57,3.19,60.3,74.84,1708.1,26.01,142.74,2261.3,0,NORMAL
PALA-01,79.24,3676.31,1.28,55.07,72.4,1715.3,26.15,184.05,2530.3,0,NORMAL
PALA-01,79.92,3306.39,2.94,56.27,85.97,1718.1,26.38,114.71,2955.5,0,NORMAL
PALA-03,76.13,3103.99,2.46,56.27,84.35,1840.1,27.49,96.03,2682.6,0,NORMAL
PALA-03,87.07,2987.17,3.83,51.87,82.48,2081.2,27.33,150.82,3272.9,0,NORMAL
PALA-01,89.21,3200.35,2.89,50.77,82.22,1699.4,25.5,179.27,1880.1,0,NORMAL
CARG-02,86.4,3228.56,0.92,52.19,80.24,1788.2,26.74,133.4,2612.9,0,NORMAL
CARG-01,87.72,2852.07,1.45,46.64,93.06,1618.4,25.76,241.41,2850.0,0,NORMAL
PALA-02,80.45,3121.51,3.03,51.6,81.77,1629.4,26.52,159.92,2239.1,0,NORMAL
PALA-01,79.14,3303.52,1.92,50.52,91.43,1597.6,27.45,162.7,3259.8,0,NORMAL
PALA-01,78.5,3154.18,1.51,46.52,89.25,1880.7,26.01,124.93,1682.4,0,NORMAL
PALA-01,84.9,3424.35,1.22,56.29,82.85,1804.4,25.61,182.01,826.8,0,NORMAL
PALA-01,83.02,2969.5,1.76,54.04,80.16,1673.8,26.44,195.89,964.0,0,NORMAL
PALA-03,81.65,3371.84,2.09,55.23,81.06,1745.6,27.46,166.95,1287.9,0,NORMAL
PALA-01,87.83,3414.5,1.85,57.49,79.4,1811.7,28.0,170.98,2591.2,0,NORMAL
PALA-02,83.82,3422.17,2.63,52.81,82.84,1863.5,25.91,168.51,1970.3,0,NORMAL
CARG-02,78.23,2968.15,1.04,49.31,83.7,1769.0,26.51,128.41,3274.6,0,NORMAL
PALA-03,78.94,3306.62,1.85,55.52,76.1,1731.0,26.62,210.45,3149.8,0,NORMAL
CARG-02,85.07,3129.62,2.18,39.39,91.46,1878.3,25.26,149.09,1628.3,0,NORMAL
PALA-01,86.69,2996.89,2.65,53.46,77.88,1587.6,25.22,220.45,1415.9,0,NORMAL
PALA-02,84.48,3175.5,2.09,57.83,70.25,1489.4,26.66,117.77,3398.1,0,NORMAL
PALA-03,90.54,3087.1,1.75,59.23,80.67,1870.7,26.1,191.74,1710.6,0,NORMAL
PALA-01,89.36,3415.74,1.31,51.35,76.41,1666.1,25.28,166.52,3469.7,0,NORMAL
PALA-01,83.98,3342.35,2.49,42.79,80.79,1880.4,26.95,163.22,866.6,0,NORMAL
PALA-03,78.23,3042.56,2.07,40.83,81.28,1950.3,26.45,139.31,3122.3,0,NORMAL
PALA-03,76.11,3119.64,1.83,57.19,82.78,1942.5,26.41,183.45,979.4,0,NORMAL
PALA-02,80.26,3181.47,1.89,52.23,85.02,1358.5,25.52,178.76,2268.4,0,NORMAL
PALA-02,85.39,3236.97,1.14,64.09,76.97,1816.1,25.03,222.53,3497.0,0,NORMAL
PALA-02,90.22,3431.15,2.06,46.94,79.55,1658.9,25.92,183.43,2028.0,0,NORMAL
PALA-01,83.88,3374.34,1.39,55.71,83.71,1641.7,26.44,145.71,2907.0,0,NORMAL
PALA-02,87.26,3259.25,1.89,62.31,78.37,1764.6,25.83,144.93,908.3,0,NORMAL
PALA-01,80.9,3203.08,2.18,55.03,73.49,1644.8,25.52,171.34,1997.2,0,NORMAL
PALA-01,84.8,2930.8,1.54,46.04,83.48,1809.9,26.1,212.0,1660.0,0,NORMAL
CARG-02,85.71,3482.56,0.66,67.86,78.74,1878.6,26.43,173.56,1340.8,0,NORMAL
PALA-03,73.09,3169.52,3.92,61.9,78.47,1695.8,27.53,195.8,262.1,0,NORMAL
CARG-01,80.14,3529.87,1.21,52.86,81.48,1763.1,26.52,170.36,2612.7,0,NORMAL
PALA-02,86.27,3285.3,2.11,58.09,81.02,1665.0,25.23,94.27,3419.8,0,NORMAL
PALA-02,83.24,3614.55,2.42,58.15,84.99,1776.2,24.78,175.91,2198.9,0,NORMAL
PALA-01,76.62,3359.14,2.94,57.21,76.0,1890.1,24.44,153.26,314.4,0,NORMAL
PALA-01,71.06,2992.24,0.68,47.09,90.05,1769.2,26.67,203.01,2346.3,0,NORMAL
PALA-01,80.35,3139.41,1.71,55.62,75.34,1705.7,25.56,217.82,3494.5,0,NORMAL
CARG-01,81.68,3219.56,3.59,61.3,79.45,1877.3,26.8,223.12,2640.7,0,NORMAL
PALA-03,78.02,3092.72,4.59,56.52,77.53,1671.2,27.34,153.98,1510.4,0,NORMAL
PALA-03,82.64,3182.13,1.58,55.99,81.22,1674.1,26.87,143.47,3426.2,0,NORMAL
PALA-02,84.28,3003.95,2.33,51.32,81.08,1640.3,26.22,148.81,3192.5,0,NORMAL
CARG-02,85.02,3251.03,1.36,49.48,81.67,1531.8,27.88,155.92,2730.5,0,NORMAL
PALA-01,71.4,3292.73,2.08,46.14,82.05,1616.8,26.03,165.79,3262.2,0,NORMAL
PALA-02,76.09,3069.26,3.09,57.79,86.23,1726.6,25.68,127.75,2716.0,0,NORMAL
PALA-02,80.63,3599.25,1.36,52.9,81.63,1747.5,26.67,160.74,3420.6,0,NORMAL
CARG-01,84.57,3261.43,2.22,47.29,86.55,1603.9,27.02,88.85,2666.3,0,NORMAL
CARG-02,84.2,3102.99,2.83,58.88,74.0,1658.8,24.33,235.3,561.6,0,NORMAL
PALA-01,84.12,2956.68,2.48,51.07,72.26,1492.9,27.29,151.94,392.6,0,NORMAL
CARG-02,80.27,3260.79,0.86,49.71,81.51,1982.5,25.1,145.1,899.4,0,NORMAL
CARG-01,80.53,3203.11,2.42,51.52,82.31,1896.0,24.76,179.08,524.3,0,NORMAL
PALA-01,78.72,3390.95,10.27,53.03,78.86,1634.1,26.12,189.35,3630.8,1,FALLA_DESGASTE_RODAMIENTOS
PALA-02,85.46,3224.19,0.59,56.29,80.96,1736.5,25.55,88.97,2329.6,0,NORMAL
PALA-02,77.86,3035.13,1.07,49.62,85.3,1614.4,26.73,135.98,481.2,0,NORMAL
CARG-02,85.83,3550.73,1.25,59.05,83.68,1842.9,26.69,209.76,74.3,0,NORMAL
PALA-01,82.94,3328.41,1.11,56.42,79.68,1797.2,26.65,190.6,2455.2,0,NORMAL
CARG-01,81.8,3204.26,2.06,51.43,81.79,1562.3,27.38,119.01,223.0,0,NORMAL
PALA-02,79.04,3279.63,4.72,53.2,84.04,1603.1,26.15,201.53,2538.5,0,NORMAL
CARG-01,75.9,3335.33,1.82,51.89,76.08,1711.6,26.69,186.5,293.3,0,NORMAL
PALA-02,79.09,2992.81,2.33,54.33,77.78,1886.1,25.06,131.69,3373.7,0,NORMAL
PALA-03,80.51,3278.38,3.11,61.6,84.69,1674.5,27.17,159.83,911.0,0,NORMAL
CARG-01,71.34,3168.98,4.28,51.84,74.08,1876.9,26.0,100.47,282.9,0,NORMAL
CARG-01,81.11,3341.31,2.05,54.95,76.64,1757.3,26.17,188.39,2196.0,0,NORMAL
CARG-02,86.16,3116.77,1.1,50.51,76.15,1620.1,26.13,213.93,2543.1,0,NORMAL
PALA-01,84.55,3141.15,3.85,56.66,84.67,1669.8,26.32,148.09,3238.3,0,NORMAL
PALA-03,79.77,3549.32,1.6,55.38,76.66,1795.9,26.1,159.8,2898.8,0,NORMAL
PALA-01,82.21,3471.56,3.63,60.65,84.17,1820.9,24.67,174.79,1021.5,0,NORMAL
PALA-02,79.5,2656.8,2.82,49.85,79.59,1831.8,27.39,152.06,740.3,0,NORMAL
PALA-03,82.67,3458.22,3.03,57.45,88.11,1745.7,25.88,87.66,1104.0,0,NORMAL
PALA-02,88.93,3236.74,3.36,60.32,81.51,1773.5,26.1,197.73,883.2,0,NORMAL
PALA-03,86.36,3122.53,2.55,51.81,85.27,1990.8,26.25,202.21,2534.1,0,NORMAL
CARG-02,84.34,3068.71,1.59,53.37,82.84,2008.8,26.82,184.0,2460.5,0,NORMAL
PALA-01,79.78,3079.16,3.02,54.95,79.2,1725.7,26.01,208.89,1981.8,0,NORMAL
PALA-03,85.37,3127.61,1.09,52.82,80.95,1507.8,27.25,155.39,291.6,0,NORMAL
PALA-02,74.41,3047.12,3.44,54.89,81.03,1735.5,27.9,175.51,3339.1,0,NORMAL
PALA-01,80.86,3006.17,4.9,57.37,79.15,1733.9,27.71,135.48,1256.9,0,NORMAL
PALA-01,84.63,3062.73,1.09,53.43,84.55,1568.5,26.6,129.37,2860.0,0,NORMAL
CARG-02,85.33,3308.21,0.69,53.39,91.04,1735.0,25.94,114.42,2800.4,0,NORMAL
CARG-02,85.01,3259.02,2.92,55.33,81.46,1594.6,25.92,172.06,1073.9,0,NORMAL
CARG-02,83.33,3350.05,2.18,52.0,83.87,1765.2,26.1,163.08,906.5,0,NORMAL
CARG-02,81.12,3238.05,0.82,52.25,83.12,1791.4,25.72,198.45,1896.4,0,NORMAL
PALA-01,84.42,3014.8,0.86,49.51,70.56,1783.2,26.73,99.07,1284.3,0,NORMAL
PALA-02,77.71,3339.0,2.65,53.79,82.97,1838.7,26.22,169.23,3223.6,0,NORMAL
PALA-03,78.2,3069.16,2.38,56.24,82.77,1776.3,26.39,220.42,3198.5,0,NORMAL
PALA-02,82.28,3366.39,0.89,52.65,76.01,1814.6,26.15,164.13,2712.5,0,NORMAL
PALA-02,82.78,3040.13,3.82,50.13,73.85,1875.0,26.76,191.53,122.6,0,NORMAL
PALA-02,73.78,3126.25,2.89,53.52,82.71,1667.0,26.6,242.03,2967.9,0,NORMAL
PALA-03,84.05,3184.95,1.85,55.99,87.58,1702.7,26.12,207.77,2312.7,0,NORMAL
PALA-03,85.48,3371.39,1.57,54.64,79.52,1677.4,26.28,110.11,1858.2,0,NORMAL
PALA-01,81.65,3281.68,1.64,65.15,79.67,1630.6,26.28,149.08,1396.8,0,NORMAL
PALA-02,92.69,3253.6,1.25,50.72,90.23,1684.2,26.94,172.6,2176.8,0,NORMAL
PALA-03,78.93,3589.42,5.27,53.25,84.58,1820.2,25.78,157.74,933.6,0,NORMAL
PALA-03,80.38,2919.34,1.75,57.9,76.14,1807.3,26.03,205.96,2036.8,0,NORMAL
PALA-01,80.22,3063.09,2.54,50.53,78.15,1516.7,24.88,159.31,2295.8,0,NORMAL
CARG-01,81.66,3055.39,1.04,63.64,89.72,1925.9,25.54,157.54,2384.0,0,NORMAL
PALA-01,80.52,2931.28,1.69,54.02,78.35,1821.6,26.21,197.96,1501.9,0,NORMAL
PALA-02,75.67,3120.49,2.2,56.81,78.87,1747.3,26.05,110.7,291.2,0,NORMAL
CARG-01,79.54,3373.8,2.13,54.1,83.68,1554.3,24.83,177.1,1492.8,0,NORMAL
PALA-03,81.56,3143.5,0.37,59.09,79.95,1577.8,26.82,137.89,3159.9,0,NORMAL
PALA-02,87.53,3190.06,1.76,48.69,82.77,1900.4,25.7,187.15,1902.8,0,NORMAL
PALA-03,91.91,2939.94,3.29,61.86,82.15,1840.5,25.1,147.2,184.9,0,NORMAL
PALA-03,88.01,3106.63,0.87,55.16,80.42,1855.4,26.69,177.95,1340.1,0,NORMAL
CARG-01,78.51,3166.89,5.65,57.29,85.84,1704.1,27.07,140.88,2174.4,0,NORMAL
CARG-01,78.87,3365.63,2.24,50.31,75.9,1876.8,24.45,90.71,1016.7,0,NORMAL
PALA-03,81.28,2948.52,2.45,55.69,81.47,1555.6,26.95,172.63,697.6,0,NORMAL
PALA-02,90.03,3168.1,0.85,49.16,78.68,1572.0,26.23,114.54,2044.0,0,NORMAL
PALA-01,81.26,3445.63,2.25,59.88,87.57,1841.0,26.2,212.38,2146.0,0,NORMAL
PALA-02,76.03,3169.89,2.17,47.55,80.3,1609.9,25.5,179.73,1633.8,0,NORMAL
PALA-02,79.74,2869.2,0.88,54.77,88.69,1715.2,26.28,185.39,369.1,0,NORMAL
PALA-03,85.41,3480.25,3.52,52.06,79.31,1507.0,26.33,150.1,2598.4,0,NORMAL
PALA-03,85.1,3382.28,1.27,46.19,81.44,1378.7,28.2,159.33,2657.5,0,NORMAL
PALA-02,81.1,3406.49,1.86,49.32,85.35,1597.4,26.82,77.19,1398.7,0,NORMAL
PALA-01,85.08,2936.12,3.61,56.25,77.18,1674.5,26.4,173.75,80.6,0,NORMAL
PALA-02,71.77,3522.24,0.98,49.52,87.04,1609.0,27.35,120.04,2249.3,0,NORMAL
PALA-02,82.47,3110.81,1.24,50.65,81.1,1794.5,27.11,171.06,3424.2,0,NORMAL
CARG-01,85.87,3158.3,1.98,55.87,82.65,1841.3,25.24,121.64,1729.7,0,NORMAL
PALA-01,78.25,3123.5,2.1,58.57,83.18,1793.2,26.93,181.53,2422.4,0,NORMAL
PALA-03,78.24,3420.45,2.63,57.3,80.7,1581.2,26.48,166.37,1869.4,0,NORMAL
CARG-02,73.6,3217.64,4.88,53.77,77.76,1783.0,25.84,113.98,869.7,0,NORMAL
PALA-01,89.15,3336.71,3.82,55.09,81.38,1572.6,25.57,207.29,1224.1,0,NORMAL
PALA-02,78.76,3263.66,2.9,54.59,72.95,1943.6,26.28,153.13,3363.9,0,NORMAL
PALA-01,83.08,3232.89,2.55,48.82,75.76,1725.9,26.39,129.14,2103.5,0,NORMAL
PALA-03,84.72,3079.58,1.55,55.4,80.44,1617.3,27.32,196.26,698.3,0,NORMAL
PALA-03,88.8,3576.19,0.62,48.77,87.19,1726.3,24.6,140.75,221.8,0,NORMAL
PALA-02,81.31,2986.59,7.16,57.07,87.07,1740.2,25.39,154.06,233.8,0,NORMAL
PALA-03,79.57,3324.21,1.52,54.68,84.92,1804.9,26.56,213.57,1777.1,0,NORMAL
CARG-02,82.78,3317.8,1.54,43.18,74.84,1493.4,26.29,173.92,412.3,0,NORMAL
PALA-01,87.78,3457.78,0.97,58.9,82.2,1636.5,26.49,181.63,2922.6,0,NORMAL
PALA-01,81.23,3499.86,2.65,51.39,77.56,1777.8,26.03,156.07,1231.2,0,NORMAL
CARG-02,77.7,3225.27,1.6,50.98,80.73,1813.5,26.6,136.81,1374.9,0,NORMAL
PALA-03,75.07,3345.47,4.01,58.78,84.82,2112.5,25.13,148.44,1237.6,0,NORMAL
CARG-02,76.5,3567.68,4.17,53.18,83.63,1885.4,28.08,77.27,1895.8,0,NORMAL
PALA-03,85.89,3238.27,1.68,56.99,86.13,1637.4,26.73,183.51,3493.8,0,NORMAL
CARG-01,80.56,3058.04,3.68,50.73,75.36,1932.9,26.77,180.72,3143.4,0,NORMAL
PALA-02,79.27,3180.8,1.97,58.02,76.91,1789.6,25.55,107.96,849.7,0,NORMAL
CARG-01,78.78,3015.16,1.22,54.99,87.03,1884.0,25.93,173.26,3146.4,0,NORMAL
CARG-02,82.38,4335.09,1.19,56.02,87.09,1776.0,26.81,249.98,2058.9,1,FALLA_SOBRECARGA
PALA-03,80.92,3441.6,2.54,53.11,80.94,1892.4,26.12,234.74,2572.8,0,NORMAL
PALA-01,80.77,3228.21,1.57,62.15,80.91,1849.9,26.61,139.99,1846.1,0,NORMAL
